ID;DatenTypID;DatumZeitID;DatumID;MonatID;DatumTextkurz;DatumKurz;WochentagID;StundenID;Preis;PreisBrutto;PreisMin;PreisMax;PreisMean;PreisMinDauer;PreisMinWartezeit;PreisMinBrutto;PreisMaxBrutto;PreisMeanBrutto;SzenarioTag;SzenarioWoche
355725;0;2023010719;20230107;1;01. Jul;107;6;19;0,09;0,31;0;0;0;0;0;0;0;0;;
355726;0;2023010720;20230107;1;01. Jul;107;6;20;0,06;0,29;0;0;0;0;0;0;0;0;;
355727;0;2023010721;20230107;1;01. Jul;107;6;21;0,05;0,25;0;0;0;0;0;0;0;0;;
355728;0;2023010722;20230107;1;01. Jul;107;6;22;0,04;0,24;0;0;0;0;0;0;0;0;;
355729;0;2023010723;20230107;1;01. Jul;107;6;23;0,01;0,21;0;0;0;0;0;0;0;0;;
355730;0;2023010800;20230108;1;01. Aug;108;7;0;0,01;0,21;0;0;0;0;0;0;0;0;;
355731;0;2023010801;20230108;1;01. Aug;108;7;1;0,01;0,21;0;0;0;0;0;0;0;0;;
355732;0;2023010802;20230108;1;01. Aug;108;7;2;0;0,2;0;0;0;0;0;0;0;0;;
355733;0;2023010803;20230108;1;01. Aug;108;7;3;0,01;0,21;0;0;0;0;0;0;0;0;;
355734;0;2023010804;20230108;1;01. Aug;108;7;4;0,01;0,21;0;0;0;0;0;0;0;0;;
355735;0;2023010805;20230108;1;01. Aug;108;7;5;0,01;0,21;0;0;0;0;0;0;0;0;;
355736;0;2023010806;20230108;1;01. Aug;108;7;6;0,02;0,22;0;0;0;0;0;0;0;0;;
355737;0;2023010807;20230108;1;01. Aug;108;7;7;0,05;0,25;0;0;0;0;0;0;0;0;;
355738;0;2023010808;20230108;1;01. Aug;108;7;8;0,08;0,31;0;0;0;0;0;0;0;0;;
355739;0;2023010809;20230108;1;01. Aug;108;7;9;0,09;0,32;0;0;0;0;0;0;0;0;;
355740;0;2023010810;20230108;1;01. Aug;108;7;10;0,1;0,33;0;0;0;0;0;0;0;0;;
355741;0;2023010811;20230108;1;01. Aug;108;7;11;0,1;0,33;0;0;0;0;0;0;0;0;;
355742;0;2023010812;20230108;1;01. Aug;108;7;12;0,1;0,32;0;0;0;0;0;0;0;0;;
355743;0;2023010813;20230108;1;01. Aug;108;7;13;0,1;0,33;0;0;0;0;0;0;0;0;;
355744;0;2023010814;20230108;1;01. Aug;108;7;14;0,1;0,33;0;0;0;0;0;0;0;0;;
355745;0;2023010815;20230108;1;01. Aug;108;7;15;0,11;0,34;0;0;0;0;0;0;0;0;;
355746;0;2023010816;20230108;1;01. Aug;108;7;16;0,12;0,35;0;0;0;0;0;0;0;0;;
355747;0;2023010817;20230108;1;01. Aug;108;7;17;0,12;0,35;0;0;0;0;0;0;0;0;;
355748;0;2023010818;20230108;1;01. Aug;108;7;18;0,11;0,34;0;0;0;0;0;0;0;0;;
355749;0;2023010819;20230108;1;01. Aug;108;7;19;0,1;0,33;0;0;0;0;0;0;0;0;;
355750;0;2023010820;20230108;1;01. Aug;108;7;20;0,1;0,32;0;0;0;0;0;0;0;0;;
355751;0;2023010821;20230108;1;01. Aug;108;7;21;0,1;0,32;0;0;0;0;0;0;0;0;;
355752;0;2023010822;20230108;1;01. Aug;108;7;22;0,08;0,31;0;0;0;0;0;0;0;0;;
355753;0;2023010823;20230108;1;01. Aug;108;7;23;0,08;0,3;0;0;0;0;0;0;0;0;;
355754;0;2023010900;20230109;1;01. Sep;109;1;0;0,06;0,29;0;0;0;0;0;0;0;0;;
355755;0;2023010901;20230109;1;01. Sep;109;1;1;0,06;0,29;0;0;0;0;0;0;0;0;;
355756;0;2023010902;20230109;1;01. Sep;109;1;2;0,04;0,24;0;0;0;0;0;0;0;0;;
355757;0;2023010903;20230109;1;01. Sep;109;1;3;0,05;0,25;0;0;0;0;0;0;0;0;;
355758;0;2023010904;20230109;1;01. Sep;109;1;4;0,07;0,29;0;0;0;0;0;0;0;0;;
355759;0;2023010905;20230109;1;01. Sep;109;1;5;0,11;0,34;0;0;0;0;0;0;0;0;;
355760;0;2023010906;20230109;1;01. Sep;109;1;6;0,16;0,39;0;0;0;0;0;0;0;0;;
355761;0;2023010907;20230109;1;01. Sep;109;1;7;0,18;0,41;0;0;0;0;0;0;0;0;;
355762;0;2023010908;20230109;1;01. Sep;109;1;8;0,18;0,41;0;0;0;0;0;0;0;0;;
355763;0;2023010909;20230109;1;01. Sep;109;1;9;0,16;0,39;0;0;0;0;0;0;0;0;;
355764;0;2023010910;20230109;1;01. Sep;109;1;10;0,16;0,39;0;0;0;0;0;0;0;0;;
355765;0;2023010911;20230109;1;01. Sep;109;1;11;0,14;0,37;0;0;0;0;0;0;0;0;;
355766;0;2023010912;20230109;1;01. Sep;109;1;12;0,14;0,37;0;0;0;0;0;0;0;0;;
355767;0;2023010913;20230109;1;01. Sep;109;1;13;0,14;0,37;0;0;0;0;0;0;0;0;;
355768;0;2023010914;20230109;1;01. Sep;109;1;14;0,15;0,38;0;0;0;0;0;0;0;0;;
355769;0;2023010915;20230109;1;01. Sep;109;1;15;0,16;0,39;0;0;0;0;0;0;0;0;;
355770;0;2023010916;20230109;1;01. Sep;109;1;16;0,18;0,41;0;0;0;0;0;0;0;0;;
355771;0;2023010917;20230109;1;01. Sep;109;1;17;0,18;0,41;0;0;0;0;0;0;0;0;;
355772;0;2023010918;20230109;1;01. Sep;109;1;18;0,17;0,4;0;0;0;0;0;0;0;0;;
355773;0;2023010919;20230109;1;01. Sep;109;1;19;0,16;0,39;0;0;0;0;0;0;0;0;;
355774;0;2023010920;20230109;1;01. Sep;109;1;20;0,14;0,37;0;0;0;0;0;0;0;0;;
355775;0;2023010921;20230109;1;01. Sep;109;1;21;0,13;0,36;0;0;0;0;0;0;0;0;;
355776;0;2023010922;20230109;1;01. Sep;109;1;22;0,11;0,34;0;0;0;0;0;0;0;0;;
355777;0;2023010923;20230109;1;01. Sep;109;1;23;0,11;0,34;0;0;0;0;0;0;0;0;;
355778;0;2023011000;20230110;1;01. Okt;110;2;0;0,1;0,32;0;0;0;0;0;0;0;0;;
355779;0;2023011001;20230110;1;01. Okt;110;2;1;0,1;0,32;0;0;0;0;0;0;0;0;;
355780;0;2023011002;20230110;1;01. Okt;110;2;2;0,09;0,32;0;0;0;0;0;0;0;0;;
355781;0;2023011003;20230110;1;01. Okt;110;2;3;0,1;0,32;0;0;0;0;0;0;0;0;;
355782;0;2023011004;20230110;1;01. Okt;110;2;4;0,11;0,34;0;0;0;0;0;0;0;0;;
355783;0;2023011005;20230110;1;01. Okt;110;2;5;0,14;0,37;0;0;0;0;0;0;0;0;;
355784;0;2023011006;20230110;1;01. Okt;110;2;6;0,15;0,38;0;0;0;0;0;0;0;0;;
355785;0;2023011007;20230110;1;01. Okt;110;2;7;0,17;0,4;0;0;0;0;0;0;0;0;;
355786;0;2023011008;20230110;1;01. Okt;110;2;8;0,16;0,39;0;0;0;0;0;0;0;0;;
355787;0;2023011009;20230110;1;01. Okt;110;2;9;0,15;0,38;0;0;0;0;0;0;0;0;;
355788;0;2023011010;20230110;1;01. Okt;110;2;10;0,15;0,38;0;0;0;0;0;0;0;0;;
355789;0;2023011011;20230110;1;01. Okt;110;2;11;0,14;0,37;0;0;0;0;0;0;0;0;;
355790;0;2023011012;20230110;1;01. Okt;110;2;12;0,14;0,37;0;0;0;0;0;0;0;0;;
355791;0;2023011013;20230110;1;01. Okt;110;2;13;0,15;0,38;0;0;0;0;0;0;0;0;;
355792;0;2023011014;20230110;1;01. Okt;110;2;14;0,15;0,38;0;0;0;0;0;0;0;0;;
355793;0;2023011015;20230110;1;01. Okt;110;2;15;0,14;0,37;0;0;0;0;0;0;0;0;;
355794;0;2023011016;20230110;1;01. Okt;110;2;16;0,15;0,38;0;0;0;0;0;0;0;0;;
355795;0;2023011017;20230110;1;01. Okt;110;2;17;0,14;0,37;0;0;0;0;0;0;0;0;;
355796;0;2023011018;20230110;1;01. Okt;110;2;18;0,12;0,35;0;0;0;0;0;0;0;0;;
355797;0;2023011019;20230110;1;01. Okt;110;2;19;0,11;0,34;0;0;0;0;0;0;0;0;;
355798;0;2023011020;20230110;1;01. Okt;110;2;20;0,09;0,31;0;0;0;0;0;0;0;0;;
355799;0;2023011021;20230110;1;01. Okt;110;2;21;0,08;0,31;0;0;0;0;0;0;0;0;;
355800;0;2023011022;20230110;1;01. Okt;110;2;22;0,04;0,24;0;0;0;0;0;0;0;0;;
355801;0;2023011023;20230110;1;01. Okt;110;2;23;0,01;0,21;0;0;0;0;0;0;0;0;;
355802;0;2023011100;20230111;1;01. Nov;111;3;0;0;0,2;0;0;0;0;0;0;0;0;;
355803;0;2023011101;20230111;1;01. Nov;111;3;1;0;0,2;0;0;0;0;0;0;0;0;;
355804;0;2023011102;20230111;1;01. Nov;111;3;2;0;0,2;0;0;0;0;0;0;0;0;;
355805;0;2023011103;20230111;1;01. Nov;111;3;3;0;0,2;0;0;0;0;0;0;0;0;;
355806;0;2023011104;20230111;1;01. Nov;111;3;4;0;0,2;0;0;0;0;0;0;0;0;;
355807;0;2023011105;20230111;1;01. Nov;111;3;5;0,06;0,28;0;0;0;0;0;0;0;0;;
355808;0;2023011106;20230111;1;01. Nov;111;3;6;0,09;0,32;0;0;0;0;0;0;0;0;;
355809;0;2023011107;20230111;1;01. Nov;111;3;7;0,13;0,36;0;0;0;0;0;0;0;0;;
355810;0;2023011108;20230111;1;01. Nov;111;3;8;0,13;0,36;0;0;0;0;0;0;0;0;;
